C:\Users\SakibHassan\Desktop\SimulationData\IMG\center_2021_08_20_20_50_48_433.jpg,C:\Users\SakibHassan\Desktop\SimulationData\IMG\left_2021_08_20_20_50_48_433.jpg,C:\Users\SakibHassan\Desktop\SimulationData\IMG\right_2021_08_20_20_50_48_433.jpg,0,0,0,5.612605E-05
C:\Users\SakibHassan\Desktop\SimulationData\IMG\center_2021_08_20_20_50_48_512.jpg,C:\Users\SakibHassan\Desktop\SimulationData\IMG\left_2021_08_20_20_50_48_512.jpg,C:\Users\SakibHassan\Desktop\SimulationData\IMG\right_2021_08_20_20_50_48_512.jpg,0,0,0,5.396944E-05
C:\Users\SakibHassan\Desktop\SimulationData\IMG\center_2021_08_20_20_50_48_594.jpg,C:\Users\SakibHassan\Desktop\SimulationData\IMG\left_2021_08_20_20_50_48_594.jpg,C:\Users\SakibHassan\Desktop\SimulationData\IMG\right_2021_08_20_20_50_48_594.jpg,0,0,0,5.33684E-05
C:\Users\SakibHassan\Desktop\SimulationData\IMG\center_2021_08_20_20_50_48_673.jpg,C:\Users\SakibHassan\Desktop\SimulationData\IMG\left_2021_08_20_20_50_48_673.jpg,C:\Users\SakibHassan\Desktop\SimulationData\IMG\right_2021_08_20_20_50_48_673.jpg,0,0,0,5.326153E-05
C:\Users\SakibHassan\Desktop\SimulationData\IMG\center_2021_08_20_20_50_48_753.jpg,C:\Users\SakibHassan\Desktop\SimulationData\IMG\left_2021_08_20_20_50_48_753.jpg,C:\Users\SakibHassan\Desktop\SimulationData\IMG\right_2021_08_20_20_50_48_753.jpg,0,0.1798896,0,0.1032769
C:\Users\SakibHassan\Desktop\SimulationData\IMG\center_2021_08_20_20_50_48_839.jpg,C:\Users\SakibHassan\Desktop\SimulationData\IMG\left_2021_08_20_20_50_48_839.jpg,C:\Users\SakibHassan\Desktop\SimulationData\IMG\right_2021_08_20_20_50_48_839.jpg,0,0.4287048,0,0.3688549
C:\Users\SakibHassan\Desktop\SimulationData\IMG\center_2021_08_20_20_50_48_913.jpg,C:\Users\SakibHassan\Desktop\SimulationData\IMG\left_2021_08_20_20_50_48_913.jpg,C:\Users\SakibHassan\Desktop\SimulationData\IMG\right_2021_08_20_20_50_48_913.jpg,-0.03529412,0.6619011,0,0.894513
C:\Users\SakibHassan\Desktop\SimulationData\IMG\center_2021_08_20_20_50_48_993.jpg,C:\Users\SakibHassan\Desktop\SimulationData\IMG\left_2021_08_20_20_50_48_993.jpg,C:\Users\SakibHassan\Desktop\SimulationData\IMG\right_2021_08_20_20_50_48_993.jpg,-0.3705882,0.9004201,0,1.583526
C:\Users\SakibHassan\Desktop\SimulationData\IMG\center_2021_08_20_20_50_49_071.jpg,C:\Users\SakibHassan\Desktop\SimulationData\IMG\left_2021_08_20_20_50_49_071.jpg,C:\Users\SakibHassan\Desktop\SimulationData\IMG\right_2021_08_20_20_50_49_071.jpg,-0.5470588,1,0,2.422618
C:\Users\SakibHassan\Desktop\SimulationData\IMG\center_2021_08_20_20_50_49_150.jpg,C:\Users\SakibHassan\Desktop\SimulationData\IMG\left_2021_08_20_20_50_49_150.jpg,C:\Users\SakibHassan\Desktop\SimulationData\IMG\right_2021_08_20_20_50_49_150.jpg,-0.5705882,1,0,3.323745
C:\Users\SakibHassan\Desktop\SimulationData\IMG\center_2021_08_20_20_50_49_232.jpg,C:\Users\SakibHassan\Desktop\SimulationData\IMG\left_2021_08_20_20_50_49_232.jpg,C:\Users\SakibHassan\Desktop\SimulationData\IMG\right_2021_08_20_20_50_49_232.jpg,0,1,0,4.228939
C:\Users\SakibHassan\Desktop\SimulationData\IMG\center_2021_08_20_20_50_49_311.jpg,C:\Users\SakibHassan\Desktop\SimulationData\IMG\left_2021_08_20_20_50_49_311.jpg,C:\Users\SakibHassan\Desktop\SimulationData\IMG\right_2021_08_20_20_50_49_311.jpg,0,1,0,5.147676
C:\Users\SakibHassan\Desktop\SimulationData\IMG\center_2021_08_20_20_50_49_395.jpg,C:\Users\SakibHassan\Desktop\SimulationData\IMG\left_2021_08_20_20_50_49_395.jpg,C:\Users\SakibHassan\Desktop\SimulationData\IMG\right_2021_08_20_20_50_49_395.jpg,0,1,0,6.072041
C:\Users\SakibHassan\Desktop\SimulationData\IMG\center_2021_08_20_20_50_49_476.jpg,C:\Users\SakibHassan\Desktop\SimulationData\IMG\left_2021_08_20_20_50_49_476.jpg,C:\Users\SakibHassan\Desktop\SimulationData\IMG\right_2021_08_20_20_50_49_476.jpg,0,1,0,6.989505
C:\Users\SakibHassan\Desktop\SimulationData\IMG\center_2021_08_20_20_50_49_555.jpg,C:\Users\SakibHassan\Desktop\SimulationData\IMG\left_2021_08_20_20_50_49_555.jpg,C:\Users\SakibHassan\Desktop\SimulationData\IMG\right_2021_08_20_20_50_49_555.jpg,0,1,0,7.899866
C:\Users\SakibHassan\Desktop\SimulationData\IMG\center_2021_08_20_20_50_49_635.jpg,C:\Users\SakibHassan\Desktop\SimulationData\IMG\left_2021_08_20_20_50_49_635.jpg,C:\Users\SakibHassan\Desktop\SimulationData\IMG\right_2021_08_20_20_50_49_635.jpg,0,1,0,8.80315
C:\Users\SakibHassan\Desktop\SimulationData\IMG\center_2021_08_20_20_50_49_716.jpg,C:\Users\SakibHassan\Desktop\SimulationData\IMG\left_2021_08_20_20_50_49_716.jpg,C:\Users\SakibHassan\Desktop\SimulationData\IMG\right_2021_08_20_20_50_49_716.jpg,-0.1176471,1,0,9.696806
C:\Users\SakibHassan\Desktop\SimulationData\IMG\center_2021_08_20_20_50_49_799.jpg,C:\Users\SakibHassan\Desktop\SimulationData\IMG\left_2021_08_20_20_50_49_799.jpg,C:\Users\SakibHassan\Desktop\SimulationData\IMG\right_2021_08_20_20_50_49_799.jpg,-0.282353,1,0,10.56056
C:\Users\SakibHassan\Desktop\SimulationData\IMG\center_2021_08_20_20_50_49_879.jpg,C:\Users\SakibHassan\Desktop\SimulationData\IMG\left_2021_08_20_20_50_49_879.jpg,C:\Users\SakibHassan\Desktop\SimulationData\IMG\right_2021_08_20_20_50_49_879.jpg,0,1,0,11.52389
C:\Users\SakibHassan\Desktop\SimulationData\IMG\center_2021_08_20_20_50_49_962.jpg,C:\Users\SakibHassan\Desktop\SimulationData\IMG\left_2021_08_20_20_50_49_962.jpg,C:\Users\SakibHassan\Desktop\SimulationData\IMG\right_2021_08_20_20_50_49_962.jpg,0,1,0,12.36024
C:\Users\SakibHassan\Desktop\SimulationData\IMG\center_2021_08_20_20_50_50_043.jpg,C:\Users\SakibHassan\Desktop\SimulationData\IMG\left_2021_08_20_20_50_50_043.jpg,C:\Users\SakibHassan\Desktop\SimulationData\IMG\right_2021_08_20_20_50_50_043.jpg,0,1,0,13.27276
C:\Users\SakibHassan\Desktop\SimulationData\IMG\center_2021_08_20_20_50_50_124.jpg,C:\Users\SakibHassan\Desktop\SimulationData\IMG\left_2021_08_20_20_50_50_124.jpg,C:\Users\SakibHassan\Desktop\SimulationData\IMG\right_2021_08_20_20_50_50_124.jpg,0,1,0,14.14094
C:\Users\SakibHassan\Desktop\SimulationData\IMG\center_2021_08_20_20_50_50_207.jpg,C:\Users\SakibHassan\Desktop\SimulationData\IMG\left_2021_08_20_20_50_50_207.jpg,C:\Users\SakibHassan\Desktop\SimulationData\IMG\right_2021_08_20_20_50_50_207.jpg,0,1,0,14.9772
C:\Users\SakibHassan\Desktop\SimulationData\IMG\center_2021_08_20_20_50_50_286.jpg,C:\Users\SakibHassan\Desktop\SimulationData\IMG\left_2021_08_20_20_50_50_286.jpg,C:\Users\SakibHassan\Desktop\SimulationData\IMG\right_2021_08_20_20_50_50_286.jpg,0,1,0,15.85067
C:\Users\SakibHassan\Desktop\SimulationData\IMG\center_2021_08_20_20_50_50_368.jpg,C:\Users\SakibHassan\Desktop\SimulationData\IMG\left_2021_08_20_20_50_50_368.jpg,C:\Users\SakibHassan\Desktop\SimulationData\IMG\right_2021_08_20_20_50_50_368.jpg,-0.05882353,1,0,16.68378
C:\Users\SakibHassan\Desktop\SimulationData\IMG\center_2021_08_20_20_50_50_449.jpg,C:\Users\SakibHassan\Desktop\SimulationData\IMG\left_2021_08_20_20_50_50_449.jpg,C:\Users\SakibHassan\Desktop\SimulationData\IMG\right_2021_08_20_20_50_50_449.jpg,-0.2470588,1,0,17.47862
C:\Users\SakibHassan\Desktop\SimulationData\IMG\center_2021_08_20_20_50_50_528.jpg,C:\Users\SakibHassan\Desktop\SimulationData\IMG\left_2021_08_20_20_50_50_528.jpg,C:\Users\SakibHassan\Desktop\SimulationData\IMG\right_2021_08_20_20_50_50_528.jpg,-0.3176471,1,0,18.26075
